id,category,keywords,"Arts, Crafts, Music and Drama;",Community resouces;,Day opportunities;,Entertainment and leisure;,Social groups;,Support and community groups;,Support and assistance;,Young people's activities;,legacy_categories,area,parent_organisation,name,Monday;,Tuesday;,Wednesday;,Thursday;,Friday;,Saturday;,Sunday;,days,daytime,frequency,venue,postcode,price,contact_name,phone,url,email,description,last_updated,review_date,review_notes,assigned_to,review_number,Young people;,Young adults;,Older adults;,age_groups,Autism;,Dementia;,Learning difficulties;,Mental health;,Older people;,Physical disability;,Hearing or visual impairment;,suitability,vol_dbs_check,safeguarding,health_safety,insurance,accessibility,clo_notes,laf_area,ccg_locality,review_status
3024,Cultural,Organisation,,Community resouces;,,,,,,,Community resouces;,Countywide,Arts Council England,,,,,,,,,,TRUE,,"21 Bloomsbury Street, Fitzrovia, London",HP20 1UA,,,01619 344317,https://www.artscouncil.org.uk/,Contact form via website,"We champion, develop and invest in artistic and cultural experiences that enrich people's lives. We support activities across the arts, museums and libraries - from theatre to digital art, reading to dance, music to literature and crafts to collections",8/4/2019,,2019-04-08 JAL - List provided by internal BCC,,8,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,,,,,,,Countywide,Countywide,New Entry
3025,Cultural,Organisation,,Community resouces;,,,,,,,Community resouces;,High Wycombe,SV2G (St. Vincent & the Grenadines),,,,,,,,,,FALSE,various,"SV2G, PO Box 1064, High Wycombe",HP12 3ZB,,,01494 459449,http://sv2gschoolofsteelpan.org/,office@sv2g.org.uk,"Arts & Heritage organisation. Operates a steelpan orchestra delivering performances and events, and a training programme for community participants of all ages. Also works with other local agencies to deliver a range of combined arts and heritage projects",8/4/2019,,2019-04-08 JAL - List provided by internal BCC,,,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,,,,,,,High Wycombe,Wycombe,New Entry
3026,Cultural,Faith;Organisation,,Community resouces;,,,,,,,Community resouces;,Countywide,Bridging Spiritual Cultures,,,,,,,,,,FALSE,Various,Monthly gatherings in Central London,HP20 1UA,,,,https://bspc.org.uk/,info@bspc.org.uk,"We work on a voluntary basis to promote BSPC events and to deepen our own spiritual understanding through connection with others of different backgrounds, and wish to enable others to do the same",8/4/2019,,2019-04-08 JAL - List provided by internal BCC,,,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,,,Countywide,Countywide,New Entry
3027,Cultural,Organisation,,Community resouces;,,,,,,,Community resouces;,Countywide,Visit Buckinghamshire,,,,,,,,,,FALSE,Weekdays,Countywide,HP20 1UA,,,01494 927151,https://www.visitbuckinghamshire.org/,info@visitbuckinghamshire.org,"Destination Management Organisation (DMO) for this area, facilitated by Buckinghamshire Business First and supported by Buckinghamshire Thames Valley Local Enterprise Partnership, The Buckinghamshire Strategic Tourism Group, WDC & AVDC",8/4/2019,,2019-04-08 JAL - List provided by internal BCC,,,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,,,Countywide,Countywide,New Entry
3028,Cultural,Organisation,,Community resouces;,,,,,,,Community resouces;,High Wycombe,Bucks New University,,Monday;,Tuesday;,Wednesday;,Thursday;,Friday;,Saturday;,Sunday;,Monday;Tuesday;Wednesday;Thursday;Friday;Saturday;Sunday;,TRUE,"Weekdays 07:00-22:00; Saturday, Sunday 09:00-17:00","High Wycombe Campus, Queen Alexandra Road, High Wycombe",HP11 2JZ,,General Enquiries,01494 522141,https://bucks.ac.uk/home,,"Campuses: High Wycombe, Aylesbury & Uxbridge. High Wycombe is where most of our courses are based.",8/4/2019,,2019-04-08 JAL - List provided by internal BCC,,8,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,,,,,,,High Wycombe,Wycombe,New Entry
3074,Social,Faith;Tea/Coffee,,,,,,Support and community groups;,,,Support and community groups;,Iver,King's Church Iver,Morning Service - King's Church Iver,,,,,,,Sunday;,Sunday;,TRUE,Sunday 10:15-12:00,"Iver Heath Village Hall, St Margarets Close, Iver Heath",SL0 1DA,,Chris Haywood,01753 651178,https://www.kingschurchiver.org,office@kingschurchiver.org,"We join together, we give thanks to God, we sing songs of worship, we pray and we listen to the word of God. Tea or coff ee is served before and after the service. Communion is celebrated the 1st Sunday every month, please join us we would love to see you",2/5/2019,,2019-05-02 JAL - King's Church newsletter,JAL,8,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,,,,,,,Wexham & Ivers,Southern,-To Review
3075,Support,Music/Drama;Social;Support,"Arts, Crafts, Music and Drama;",,,,,Support and community groups;,,,"Arts, Crafts, Music and Drama;Support and community groups;",Iver,King's Church - Iver,King's Together at Croft House,,,,,,,Sunday;,Sunday;,FALSE,Sunday 18:30-19:30,"Croft House, Widecroft Rd, Iver SL0 9QH",SL0 9QH,,Chris Haywood,01753 651178,https://www.kingschurchiver.org,office@kingschurchiver.org,"A group o f King's Friends visit once a month to sing songs, pray and talk to the folk at Croft House. If you would like to join Mary, Bob and Joyce please talk to them.",2/5/2019,,2019-05-02 JAL - King's Church newsletter,,,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,,,,,,,Wexham & Ivers,Southern,-To Review
3076,Support,Music/Drama;Social;Support,"Arts, Crafts, Music and Drama;",,,,,Support and community groups;,,,"Arts, Crafts, Music and Drama;Support and community groups;",Iver,King's Church - Iver,King's Together at Sunnyside,Monday;,,,,,,,Monday;,TRUE,Monday 14:20-15:30,"Sunnyside Nursing Home, 140 High St, Iver",SL0 9QA,,,01753 651178,https://www.kingschurchiver.org,office@kingschurchiver.org,"A team visit the residents to sing familiar songs and chat with them.  If you would like to join our team please speak to Mary, Bob, Lesley or Jerry",2/5/2019,,2019-05-02 JAL - King's Church newsletter,JAL,8,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,,,,,,,Wexham & Ivers,Southern,-To Review
3077,Learning,Music/Drama;Social,"Arts, Crafts, Music and Drama;",,,Entertainment and leisure;,Social groups;,,,,"Arts, Crafts, Music and Drama;Entertainment and leisure;Social groups;",Iver,,Ukelele Lessons KB,,,,,Friday;,,,Friday;,TRUE,Friday 11:15-12:15,"King's Church, West Square, High Street, Iver",SL0 9NW,£5,,01753 651178,https://www.kingschurchiver.org,office@kingschurchiver.org,"No experience necessary and you can borrow a ukulele before you decide to own one.  We laugh, we sing and we attempt to play the ukulele.  You can join anytime the first lesson is free.  Come along and give it a go, you would be make welcom",2/5/2019,,2019-05-02 JAL - King's Church newsletter,JAL,8,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,,,Wexham & Ivers,Southern,-To Review
3078,Social,Music/Drama,"Arts, Crafts, Music and Drama;",,,,Social groups;,,,,"Arts, Crafts, Music and Drama;Social groups;",Buckingham,,Old Gaolers Drama Group,,,,,,,,,FALSE,,,MK18 1JP,,David Pickering,,,davidhughpickering@gmail.com,Currently looking for new members.  Please get in touch if you are interested,,,,,,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,,,Buckingham,AV North,-To Review
3079,Active,Exercise,,,,Entertainment and leisure;,Social groups;,,,,Entertainment and leisure;Social groups;,Chesham,,60+ Club Activities,Monday;,,,,Friday;,,,Monday;Friday;,TRUE,"Monday, Friday 10:30-",Chesham Leisure Centre,,,Elayne Hughes,07880 975100,,Elayne.Hughes@GLL.ORG,"Activities include include short tennis, badminton and swimming",,,,,,,,Older adults;,Older adults;,,,,,Older people;,,,Older people;,,,,,,,Chesham and Chiltern Villages,Amersham and Chesham,-To Review
3001,Active,Exercise,,,,Entertainment and leisure;,,,,,Entertainment and leisure;,Buckingham,,Buckingham Tennis Club,Monday;,Tuesday;,Wednesday;,Thursday;,Friday;,Saturday;,Sunday;,Monday;Tuesday;Wednesday;Thursday;Friday;Saturday;Sunday;,TRUE,Daily,"Buckingham Lawn Tennis Club, Chandos Park, Buckingham",MK18 1AJ,,Freya Askham,078,http://www.buckinghamtennis.net,via website,"We are a small but very active and friendly club, encompassing a wide range of age groups and characters, all with a love of tennis.",29/3/2019,,2019-03-29 JAL - data acquired from their website,,8,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,,,,,,,Buckingham,AV North,New Entry
3002,Active,Exercise;Social,,,,Entertainment and leisure;,Social groups;,,,,Entertainment and leisure;Social groups;,Winslow,,Winslow Tennis Club,Monday;,Tuesday;,Wednesday;,Thursday;,Friday;,Saturday;,Sunday;,Monday;Tuesday;Wednesday;Thursday;Friday;Saturday;Sunday;,TRUE,Daily,"Winslow Centre Park Road, Winslow",MK18 3RB,,David Bartlett,01296 720177,clubspark.lta.org.uk/winslowtennisclub,d.bartlett@dalyhoggett.co.uk,"It is very much part of the community. Members tell us that they like the Club for a variety of reasons including: Welcoming, value, coaching, socialising",29/3/2019,,2019-03-29 JAL - data acquired from their website,,8,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,,,,,,,Winslow & District,AV North,New Entry
3021,Cultural,Organisation;Social,,Community resouces;,,,,,,,Community resouces;,Chalfont St Giles,Milton's Cottage,,,,Wednesday;,Thursday;,Friday;,Saturday;,,Wednesday;Thursday;Friday;Saturday;,TRUE,"April-October Wednesday, Thursday, Friday, Saturday 14:00-17:00","21 Deanway, Chalfont St Giles",HP8 4JH,£7,,01494 872313,https://www.miltonscottage.org/,,"Closed during winter months. Please check our website for further details. Open from 3 Apr 2019, April-October .  An independent museum and the only surviving home of the poet and parliamentarian John Milton",8/4/2019,,2019-04-08 JAL - List provided by internal BCC,,8,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,,,,,,,The Chalfonts,Southern,New Entry
3022,Cultural,Music/Drama;Social,"Arts, Crafts, Music and Drama;",Community resouces;,,,,,,,"Arts, Crafts, Music and Drama;Community resouces;",High Wycombe,Wycombe Swan,,Monday;,Tuesday;,Wednesday;,Thursday;,Friday;,Saturday;,Sunday;,Monday;Tuesday;Wednesday;Thursday;Friday;Saturday;Sunday;,FALSE,Daily,"St Mary Street, High Wycombe",HP11 2XE,,Ticket Office,01494 512000,https://wycombeswan.co.uk/Online/,boxoffice@wycombeswan.co.uk,Presents a wide variety of shows throughout the year. Please contact or see website for more information,8/4/2019,,2019-04-08 JAL - List provided by internal BCC,,,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,,,,,Building Lift;Building Wheelchair Access;Nearby Bus Stop;WC Wheelchair Access,,High Wycombe,Wycombe,New Entry
3023,Cultural,Organisation;Social,,Community resouces;,,,Social groups;,,,,Community resouces;Social groups;,Waddesdon,Waddesdon Manor,,,,,,,,,,TRUE,Daily,"Waddesdon Manor, Aylesbury",HP18 0JH,,,01296 820414,https://waddesdon.org.uk/,enquiries@waddesdon.org.uk,"Over a century ago, the house and setting were created to delight and surprise th small circle of Baron Ferdinand's friends. We now welcome thousands of visitors each year who come to appreciate the exceptional architecture, art collections and gardens",8/4/2019,,2019-04-08 JAL - List provided by internal BCC,,8,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,,,,,,,Waddesdon,AV Central,New Entry
3029,Cultural,Organisation,,Community resouces;,,,,,,,Community resouces;,Chesham,Chiltern Society,,Monday;,Tuesday;,Wednesday;,Thursday;,Friday;,,,Monday;Tuesday;Wednesday;Thursday;Friday;,TRUE,Weekdays 09:00-17:00,"White Hill Centre, White Hill, Chesham",HP5 1AG,,,01494 771250,https://chilternsociety.org.uk/,office@chilternsociety.org.uk,"We are the only voluntary organisation dedicated to conserving, celebrating and caring for all of the Chilterns' unique landscape.",8/4/2019,,2019-04-08 JAL - List provided by internal BCC,,8,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,,,,,,,Chesham and Chiltern Villages,Amersham and Chesham,New Entry
3030,Cultural,Arts/Crafts;Organisation,"Arts, Crafts, Music and Drama;",,,,,,,,"Arts, Crafts, Music and Drama;",Countywide,ArtsWork,,,,,,,,,,FALSE,,"1st Floor Latimer House, 5-7 Cumberland Place, Southamption",HP20 1UA,,,02382 332491,https://artswork.org.uk,info@artswork.org.uk,"Artswork enables children & young people through arts & culture to find their voice, become skilled leaders and achieve their aspirations. Artswork specialises in advocating for change and delivering positive outcomes for children & young people",8/4/2019,,2019-04-08 JAL - List provided by internal BCC,,,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,,,,,,,Countywide,Countywide,New Entry
3031,,,,,,,,,,,,Buckingham,University of Buckingham,,Monday;,Tuesday;,Wednesday;,Thursday;,,,,Monday;Tuesday;Wednesday;Thursday;,TRUE,Weekdays 09:00-17:00,"The University of Buckingham, Hunter Street, Buckingham",MK18 1EG,,,01280 814080,https://www.buckingham.ac.uk/,info@buckingham.ac.uk,Buckingham is the only university independent of direct government support in the UK and has used its independence to pioneer a distinctive approach to higher education,8/4/2019,,2019-04-08 JAL - List provided by internal BCC,,8,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,,,,,,,Buckingham,AV North,New Entry
3032,Cultural,Music/Drama;Organisation,"Arts, Crafts, Music and Drama;",Community resouces;,,,,,,,"Arts, Crafts, Music and Drama;Community resouces;",Chalfont St Peter,Amersham Festival of Music,,,,,,,,,,FALSE,various,"Various location in the Amersham area - listed on website. Registered address: Melbury House, Lincoln Road, Chalfont St Peter",SL9 9TQ,,,,https://www.amershamfestival.org/,Contact form on website for general enquiries,"For over 30 years, the festival has been one of the top music events in South Bucks. It runs for 3 or more weeks each spring and also includes a winter season of concerts featuring our own Festival Orchestra.",8/4/2019,,2019-04-08 JAL - List provided by internal BCC,,,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,,,,,,,The Chalfonts,Southern,New Entry
3033,Cultural,Arts/Crafts;Organisation,"Arts, Crafts, Music and Drama;",,,,,,,,"Arts, Crafts, Music and Drama;",Countywide,Shape Arts,,,,,,,,,,FALSE,Various - more info on website,"Deane House Studios, 27 Greenwood Place, London",HP20 1UA,,,02074 247330 / 07624 089145 (SMS),info@shaparts.org.uk,info@shaparts.org.uk,A disability-led arts organisation working to improve access to culture for disabled people by providing opportunities for disabled artists & training cultural institutions to be more open to disabled people.,8/4/2019,,2019-04-08 JAL - List provided by internal BCC,,,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,Physical disability;,,Physical disability;,,,,,,,Countywide,Countywide,New Entry
3034,Cultural,Organisation,,Community resouces;,,,,,,,Community resouces;,Countywide,Silverstone Experience,,Monday;,Tuesday;,Wednesday;,Thursday;,,Saturday;,Sunday;,Monday;Tuesday;Wednesday;Thursday;Saturday;Sunday;,FALSE,Daily,"Silverstone Circuit, Towcester, Northants",MK18 1EN,,Customer Service Enquiries,03339 999886,https://silverstone-experience.co.uk/,enquiries@silverstone-experience.co.uk,"Opening June 2019. A new technology-driven and interactive visitor attraction which hopes to inspire future engineers & bring them closer to motorsport through interactive installations based on science, technology, engineering & maths.",8/4/2019,,2019-04-08 JAL - List provided by internal BCC,,,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,,,,,,,Countywide,Countywide,New Entry
3035,Cultural,Organisation,"Arts, Crafts, Music and Drama;",Community resouces;,,,,,,,"Arts, Crafts, Music and Drama;Community resouces;",High Wycombe,Decreate,,,,,,,,,,TRUE,,"The Decreate Studio, Unit 1 Birch House, Commercial Square, Leigh Street, High Wycombe",HP11 2QT,,,07950 441448,http://www.decreate.co.uk/,Contact form via website,"We destroy visual 'meh' and create 'wow' with murals, signs, canvas, illustration, graphics and more, often collaborating with other talents",8/4/2019,,2019-04-08 JAL - List provided by internal BCC,,8,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,,,High Wycombe,Wycombe,New Entry
3036,Cultural,Organisation;Support,,Community resouces;,,,,,,,Community resouces;,Countywide,Oxford Health,,,,,,,,,,TRUE,,"Trust HQ: Warneford Hospital, Warneford Lane, Headington, Oxford",OX3 7JX,,,01865 901000,https://www.oxfordhealth.nhs.uk/,enquiries@oxfordhealth.nhs.uk,"We provide physical, mental health & social care for people of all ages across Buckinghamshire & Oxfordshire. Our services are delivered at community bases, hospitals, clinics & in people's homes.",8/4/2019,,2019-04-08 JAL - List provided by internal BCC,,8,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,,,Countywide,Countywide,New Entry
3037,Cultural,Organisation,,Community resouces;,,,,,,,Community resouces;,Stoke Mandeville,National Paralympic Heritage Trust,,,,,,,,,,TRUE,Weekdays 09:00-17:00,"Stoke Mandeville Sports Stadium, Harvey Rd, Aylesbury",HP21 9PP,,,01296 489929,https://www.paralympicheritage.org.uk/Default.aspx,admin@paralympicheritage.org.uk,Established in July 2015 to protect & share British Paralympic heritage,8/4/2019,,2019-04-08 JAL - List provided by internal BCC,,8,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,,,,,,,Greater Aylesbury,AV Central,New Entry
